Token,bible_1.txt,bible_10.txt,bible_11.txt,bible_12.txt,bible_13.txt,bible_14.txt,bible_15.txt,bible_2.txt,bible_3.txt,bible_4.txt,bible_5.txt,bible_6.txt,bible_7.txt,bible_8.txt,bible_9.txt
spindle,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spirit,6,20,24,44,46,140,44,14,5,24,15,14,20,31,58
spirits,0,0,0,8,8,5,12,2,3,0,2,2,0,2,2
spiritual,0,0,1,0,0,25,2,0,0,0,0,0,0,0,0
spiritually,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
spit,0,0,0,7,0,0,0,2,1,0,0,0,1,0,0
spite,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
spitefully,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
spitted,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
spitting,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spittle,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
spoil,3,14,16,9,0,1,0,0,12,9,11,9,9,8,17
spoiled,3,15,8,5,0,1,0,0,1,4,1,1,2,2,12
spoiler,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4
spoilers,0,3,0,0,0,0,0,0,0,3,0,1,0,0,0
spoilest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
spoileth,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1
spoiling,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1
spoils,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1
spoken,15,31,34,24,35,18,16,11,17,6,20,11,14,9,26
spokes,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
spokesman,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spoon,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
spoons,0,2,0,0,0,0,0,6,0,0,1,3,0,0,0
sport,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2
sporting,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spot,0,0,0,0,0,2,3,10,8,0,0,0,1,0,1
spots,0,1,0,0,0,0,2,3,0,0,0,0,0,0,0
spotted,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
spouse,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
spouses,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
sprang,0,0,0,2,2,1,2,0,0,0,0,0,0,0,0
spread,6,12,7,9,2,1,1,26,2,3,13,10,5,3,10
spreadest,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
spreadeth,0,2,0,0,0,0,0,1,1,0,0,0,4,0,6
spreading,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0
spreadings,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sprigs,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
spring,0,1,2,1,0,0,0,0,2,2,1,0,2,2,10
springeth,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
springing,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0
springs,0,1,0,0,0,0,0,0,1,8,0,0,1,2,3
sprinkle,1,0,2,0,0,0,0,22,4,0,0,1,0,0,1
sprinkled,1,0,0,0,0,0,3,10,2,0,0,2,6,0,1
sprinkleth,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
sprinkling,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
sprout,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sprung,2,0,0,4,1,0,0,1,0,0,0,0,0,0,0
spue,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0
spued,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
spun,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
spunge,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
spy,0,0,0,0,0,1,0,2,3,3,2,1,0,0,0
square,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
squared,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
squares,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
stability,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stable,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
stablish,0,0,0,0,0,4,2,0,0,0,1,3,1,1,0
stablished,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0
stablisheth,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
stachys,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stacks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stacte,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
staff,5,4,2,4,0,0,2,2,1,3,7,3,0,2,9
stagger,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
staggered,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
staggereth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stain,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
stairs,0,0,2,0,0,2,0,0,0,0,1,1,3,0,1
stakes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
stalk,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
stalks,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stall,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
stalled,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stalls,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
stammerers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stammering,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
stamp,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
stamped,0,0,5,0,0,0,0,0,1,0,0,3,0,0,0
stamping,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stanched,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
stand,11,17,40,18,11,23,8,10,32,14,12,7,20,26,25
standard,0,3,0,0,0,0,0,10,0,0,0,0,0,0,5
standardbearer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
standards,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
standest,2,0,0,0,1,1,0,0,1,0,0,0,0,1,0
standeth,0,0,1,1,2,4,4,1,3,1,0,0,3,5,5
standing,1,0,4,10,12,2,6,3,4,4,3,2,1,3,0
stank,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
star,0,0,1,4,1,2,6,0,1,0,0,0,0,0,0
stare,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stargazers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stars,5,1,7,3,1,2,11,1,4,1,0,1,8,3,3
start,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
state,1,0,0,1,1,4,5,0,0,0,0,1,2,1,3
stately,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
statements,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
states,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0
station,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stature,0,3,1,1,3,1,0,1,0,1,1,2,0,0,3
status,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
statute,1,0,2,0,0,0,0,22,7,1,1,0,0,1,0
statutes,3,16,8,2,0,0,0,12,30,0,13,12,8,28,0
staves,0,0,0,7,2,0,0,31,1,1,3,4,0,0,0
stay,2,1,2,0,0,0,0,4,0,4,2,1,2,1,14
stayed,5,1,1,2,1,1,0,0,4,3,6,4,1,1,1
stayeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stays,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0
stead,9,1,0,0,0,1,1,3,7,0,18,40,11,1,2
steads,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
steady,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
steal,4,1,0,5,2,4,0,1,1,0,1,0,0,1,2
stealeth,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
stealing,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
stealth,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stedfast,0,0,1,0,0,3,4,0,0,0,0,0,1,2,0
stedfastly,0,0,0,0,5,3,0,0,0,1,0,1,0,0,0
stedfastness,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
steel,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0
steep,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0
stem,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
step,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
stephanas,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
stephen,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0
stepped,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
steppeth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
steps,1,2,7,0,0,2,1,0,0,0,3,2,6,13,1
stern,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
steward,4,0,0,1,6,0,1,0,0,0,1,0,0,0,0
stewards,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0
stewardship,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
stick,0,1,9,0,0,0,0,0,0,0,1,0,2,1,0
sticketh,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sticks,0,0,1,0,0,1,0,0,2,0,2,0,0,0,0
stiff,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
stiffened,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
stiffhearted,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
stiffnecked,0,0,0,0,1,0,0,4,3,0,0,0,1,0,0
still,5,8,4,6,5,4,4,3,2,11,13,5,11,11,9
stilled,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
stillest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stilleth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
sting,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
stingeth,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stings,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
stink,3,0,2,0,0,0,0,0,0,0,0,0,0,1,2
stinketh,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
stinking,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stir,0,0,2,0,1,1,3,0,1,0,0,0,2,4,6
stirred,0,0,3,1,1,5,0,3,0,1,4,2,2,1,0
stirreth,0,0,0,0,1,0,0,0,1,0,0,0,0,2,4
stirs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stock,0,1,0,0,1,1,0,1,0,0,0,0,1,0,3
stocks,0,3,1,0,0,1,0,0,0,0,0,0,2,1,1
stoicks,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stole,1,0,0,1,0,1,0,0,0,0,1,2,0,0,0
stolen,10,0,1,0,0,0,0,0,1,0,2,0,0,1,0
stomacher,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stomachs,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
stone,22,9,11,21,22,4,12,16,20,17,9,7,7,4,10
stoned,4,0,0,1,4,2,2,0,3,0,4,2,0,0,0
stones,3,5,7,8,6,2,5,29,27,5,29,19,15,5,14
stonesquarers,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stonest,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
stoning,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stony,0,1,1,4,0,0,0,0,0,0,0,0,0,1,0
stood,27,27,22,23,48,14,14,7,19,28,39,35,29,4,3
stoodest,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
stool,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
stools,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stoop,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1
stooped,1,0,0,0,3,0,0,0,0,1,1,0,1,0,0
stoopeth,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stooping,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
stop,0,0,1,0,0,1,0,0,0,0,2,0,1,2,0
stopped,3,1,0,1,1,1,2,1,0,0,1,0,3,1,0
stoppeth,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1
store,2,0,2,0,0,1,2,2,3,0,2,7,2,1,1
stored,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
storehouse,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
storehouses,1,1,0,0,0,0,0,0,1,0,0,1,1,1,0
stories,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
stork,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
storm,0,0,2,1,1,0,0,0,0,0,0,0,2,3,5
stormy,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
story,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
stout,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1
stouthearted,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
stoutness,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
straight,0,6,0,2,5,2,1,0,2,1,0,0,2,1,6
straightway,0,0,1,27,7,3,1,0,0,1,1,0,0,1,0
strain,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
strait,0,0,0,2,1,1,0,0,0,1,2,1,1,0,1
straiten,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
straitened,0,0,2,0,1,2,0,0,0,0,0,0,2,1,0
straiteneth,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
straitest,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
straitly,2,0,0,4,3,0,0,0,1,1,0,0,0,0,0
straitness,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0
straits,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
strake,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
strakes,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
strange,6,3,3,2,2,3,6,3,3,5,2,2,12,17,7
strangely,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
stranger,14,3,6,6,4,0,0,27,37,3,5,2,3,12,7
strangers,4,7,10,3,3,4,5,11,4,0,2,5,3,8,13
strangled,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
strangling,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
straw,10,0,0,0,0,0,0,0,0,1,1,0,1,0,3
strawed,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0
stream,0,0,2,0,2,0,0,0,1,0,0,0,1,1,5
streams,2,0,0,0,0,0,0,0,0,0,0,0,0,4,6
street,1,5,1,0,2,0,3,0,2,3,2,0,13,1,3
streets,0,24,5,11,4,0,0,0,0,0,2,0,0,8,11
strength,9,6,22,8,3,4,7,1,4,15,5,10,27,80,41
strengthen,0,3,5,2,1,0,2,0,1,1,1,0,3,7,6
strengthened,1,1,7,0,1,2,1,0,0,3,1,11,8,3,0
strengthenedst,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
strengtheneth,0,0,1,0,0,1,0,0,0,0,0,0,1,1,3
strengthening,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
stretch,11,6,7,4,2,1,0,1,1,1,4,1,3,3,5
stretched,10,9,4,6,2,2,0,0,8,0,6,3,1,5,15
stretchedst,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stretchest,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
stretcheth,0,0,0,1,0,0,0,0,0,0,0,0,2,0,4
stretching,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
stricken,2,1,0,2,0,0,0,0,0,5,1,0,0,2,5
strict,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
strife,2,1,2,1,1,6,3,0,2,1,1,0,0,12,7
strifes,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0
strike,2,0,0,2,0,0,0,0,1,0,1,0,2,4,0
striker,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
striketh,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
string,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
stringed,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
strings,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
strip,0,1,2,0,0,0,0,0,1,0,1,1,0,0,1
stripe,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stripes,0,0,0,0,3,5,1,0,2,0,1,0,0,4,1
stripling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
stripped,0,0,1,1,1,0,0,1,1,2,1,2,2,0,0
stript,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
strive,4,0,2,1,1,1,4,0,2,1,0,0,1,2,3
strived,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
striven,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
striveth,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
striving,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0
strivings,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
stroke,0,0,1,0,0,0,0,0,4,0,0,0,3,1,2
strokes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
strong,7,21,38,18,3,9,10,6,15,20,14,15,13,34,32
stronger,3,2,0,0,1,2,0,1,0,1,7,0,2,2,0
strongest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
strongly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
strove,4,0,1,0,2,1,0,1,3,0,1,0,0,0,0
strowed,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
struck,0,0,0,1,2,0,0,0,0,1,2,1,0,0,0
struggled,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stubble,2,1,3,1,0,1,0,0,0,0,0,0,4,1,5
stubborn,0,0,0,0,0,0,0,0,2,1,0,0,0,2,0
stubbornness,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
stuck,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
studieth,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
studs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
study,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
stuff,4,5,0,0,1,0,0,1,1,2,1,0,1,0,0
stumble,0,6,2,2,0,0,1,0,0,0,0,0,0,3,5
stumbled,0,1,0,0,0,2,0,0,0,1,0,1,0,1,0
stumbleth,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1
stumbling,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1
stumblingblock,0,5,0,0,0,4,1,1,0,0,0,0,0,0,1
stumblingblocks,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
stumblingstone,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
stump,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0
suah,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
subdue,1,0,2,1,0,1,0,0,0,0,0,1,0,1,1
subdued,0,0,0,0,0,1,1,0,3,6,3,3,0,2,0
subduedst,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
subdueth,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0
subject,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0
subjected,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
subjection,0,2,0,0,0,5,6,0,0,0,0,0,0,1,0
submit,1,0,0,0,0,3,4,0,0,0,1,0,0,3,0
submitted,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
submitting,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
suborned,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
subscribe,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
subscribed,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
substance,7,2,3,0,2,0,2,0,2,1,0,3,13,10,5
subtil,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
subtilly,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
subtilty,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0
suburbs,0,0,4,0,0,0,0,1,5,58,0,46,1,0,0
subvert,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
subverted,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
subverting,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
succeed,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
succeeded,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
succeedest,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
success,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
succoth,4,0,0,0,0,0,0,0,2,8,1,1,0,2,0
succothbenoth,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
succour,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0
succoured,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
succourer,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
such,19,14,7,17,12,47,24,11,8,10,14,15,25,18,14
suchathites,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
suck,1,1,2,2,2,0,0,0,2,1,1,0,3,0,4
sucked,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
sucking,0,1,0,0,0,0,0,1,0,1,0,0,0,0,2
suckling,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
sucklings,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
sudden,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
suddenly,0,5,0,5,3,4,0,2,2,2,1,0,4,4,9
sue,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
suffer,2,0,1,14,15,21,15,3,1,4,2,0,5,11,2
suffered,3,1,0,9,7,11,11,0,2,2,1,1,1,1,0
sufferest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
suffereth,0,0,0,1,0,2,0,0,0,0,0,0,0,2,0
suffering,0,0,0,0,0,1,4,0,0,0,0,0,0,1,0
sufferings,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0
suffice,0,0,2,0,0,0,1,2,1,0,1,0,0,0,0
sufficed,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
sufficeth,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sufficiency,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0
sufficient,0,0,0,1,2,4,0,1,2,0,0,0,0,0,3
sufficiently,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
suit,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0
suits,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sukkiims,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sum,1,0,2,0,1,1,1,6,4,0,1,2,1,1,0
summer,1,4,5,3,1,0,0,0,0,2,2,0,0,4,5
sumptuously,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sun,9,4,9,13,5,4,12,3,11,11,7,4,5,14,49
sunder,0,0,1,0,1,0,0,0,0,0,0,0,0,3,2
sundered,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
sundry,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sung,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1
sunk,0,3,0,0,0,1,0,0,0,1,0,1,0,1,0
sunrising,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0
sup,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
superfluity,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
superfluous,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
superscription,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
superstition,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
superstitious,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
supped,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
supper,0,0,0,1,9,2,2,0,0,0,0,0,0,0,0
supplant,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
supplanted,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
supple,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
suppliants,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
supplication,0,5,3,0,1,3,0,0,0,1,12,4,5,4,1
supplications,0,1,4,1,0,2,1,0,0,0,0,2,1,8,1
supplied,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
supplieth,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
supply,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
support,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0
suppose,0,0,0,0,5,2,2,0,0,0,1,0,0,0,0
supposed,0,0,0,2,3,3,0,0,0,0,0,0,0,0,0
supposing,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0
supreme,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
sur,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
sure,3,0,2,3,4,3,4,0,2,3,3,0,2,6,6
surely,42,42,21,6,2,0,2,21,24,23,28,6,15,22,30
sureties,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
suretiship,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
surety,5,0,0,0,1,0,1,0,0,0,0,0,1,5,1
surfeiting,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
surmisings,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
surname,0,0,0,1,5,1,0,0,0,0,0,0,0,0,1
surnamed,0,0,0,2,4,1,0,0,0,0,0,0,0,0,1
surprised,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1
survive,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
susanchites,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
susanna,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
susi,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
sustain,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0
sustained,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sustenance,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
swaddled,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
swaddling,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
swaddlingband,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
swallow,0,1,4,1,0,0,0,0,2,0,2,0,2,7,4
swallowed,2,6,2,0,0,3,1,0,3,0,1,0,3,3,2
swalloweth,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
swamp,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
swan,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
sware,11,3,1,2,0,0,5,4,32,7,8,2,1,2,0
swarest,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0
swarm,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0
swarms,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swear,9,4,2,12,0,0,3,2,6,4,6,1,3,0,8
swearers,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sweareth,0,0,0,6,0,0,0,1,0,0,0,0,0,2,2
swearing,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0
sweat,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0
sweep,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
sweeping,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
sweet,2,3,5,1,0,2,3,36,18,0,1,3,6,11,17
sweeter,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0
sweetly,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
sweetness,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1
sweetsmelling,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
swell,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
swelled,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
